Doc ID,Review,Polarity
239,The desserts were a bit strange.,negative
240,I guess maybe we went on an off night but it was disgraceful.,negative
241,"However, my recent experience at this particular location was not so good.",negative
242,"I know this is not like the other restaurants at all, something is very off here!",negative
243,AVOID THIS ESTABLISHMENT!,negative
244,I think this restaurant suffers from not trying hard enough.,negative
245,My salad had a bland vinegrette on the baby greens and hearts of Palm.,negative
246,After two I felt disgusting.,negative
247,I will never go back to this place and will never ever recommended this place to anyone!,negative
248,"The servers went back and forth several times, not even so much as an ""Are you being helped?""",negative
249,AN HOUR... seriously?,negative
250,I consider this theft.,negative
251,Eew... This location needs a complete overhaul.,negative
252,We recently witnessed her poor quality of management towards other guests as well.,negative
253,Waited and waited and waited.,negative
254,"The pizza tasted old, super chewy in not a good way.",negative
255,I swung in to give them a try but was deeply disappointed.,negative
256,Boy was that sucker dry!!.,negative
257,Over rated.,negative
258,"If you look for authentic Thai food, go else where.",negative
259,After I pulled up my car I waited for another 15 minutes before being acknowledged.,negative
260,I hate those things as much as cheap quality black olives.,negative
261,The kids play area is NASTY!,negative
262,"It was extremely ""crumby"" and pretty tasteless.",negative
263,It was a pale color instead of nice and char and has NO flavor.,negative
264,I got home to see the driest damn wings ever!,negative
265,Not good for the money.,negative
266,"We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.",negative
267,I just wanted to leave.,negative
268,I will not be eating there again.,negative
269,!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!,negative
270,I checked out this place a couple years ago and was not impressed.,negative
271,"The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.",negative
272,"Sorry, I will not be getting food from here anytime soon :(",negative
273,My friend did not like his Bloody Mary.,negative
274,"Despite how hard I rate businesses, its actually rare for me to give a 1 star.",negative
275,I will not return.,negative
276,I had the chicken Pho and it tasted very bland.,negative
277,Very disappointing!!!,negative
278,"a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.",negative
279,Best of luck to the rude and non-customer service focused new management.,negative
280,Any grandmother can make a roasted chicken better than this one.,negative
281,I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.,negative
282,"Same evening, him and I are both drastically sick.",negative
283,Ordered burger rare came in we'll done.,negative
284,Tried to go here for lunch and it was a madhouse.,negative
285,"After waiting an hour and being seated, I was not in the greatest of moods.",negative
286,I'm not eating here!,negative
287,Maybe if they weren't cold they would have been somewhat edible.,negative
288,This place has a lot of promise but fails to deliver.,negative
289,Very bad Experience!,negative
290,What a mistake.,negative
291,Food was average at best.,negative
292,We won't be going back anytime soon!,negative
293,Very Very Disappointed ordered the $35 Big Bay Plater.,negative
294,"Not much flavor to them, and very poorly constructed.",negative
295,The fried rice was dry as well.,negative
296,Google mediocre and I imagine Smashburger will pop up.,negative
297,dont go here.,negative
298,As a sushi lover avoid this place by all means.,negative
299,The plantains were the worst I've ever tasted.,negative
300,Service was slow and not attentive.,negative
301,Your staff spends more time talking to themselves than me.,negative
302,Total brunch fail.,negative
303,"I probably won't be back, to be honest.",negative
304,Went for lunch - service was slow.,negative
305,"We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.",negative
306,I was mortified.,negative
307,"Needless to say, we will never be back here again.",negative
308,"Anyways, The food was definitely not filling at all, and for the price you pay you should expect more.",negative
309,"The chips that came out were dripping with grease, and mostly not edible.",negative
310,I wasn't really impressed with Strip Steak.,negative
311,I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.,negative
312,Would not recommend to others.,negative
313,"I mean really, how do you get so famous for your fish and chips when it's so terrible!?!",negative
314,Not my thing.,negative
315,If you are reading this please don't go there.,negative
316,Tonight I had the Elk Filet special...and it sucked.,negative
317,We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.,negative
318,A FLY was in my apple juice.. A FLY!!!!!!!!,negative
319,"The food was barely lukewarm, so it must have been sitting waiting for the server to bring it out to us.",negative
320,Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.,negative
321,"Probably never coming back, and wouldn't recommend it.",negative
322,"Friend's pasta -- also bad, he barely touched it.",negative
323,It was way over fried.,negative
324,I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.,negative
325,"When I opened the sandwich, I was impressed, but not in a good way.",negative
326,Will not be back!,negative
327,"I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!",negative
328,"Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.",negative
329,I had to wait over 30 minutes to get my drink and longer to get 2 arepas.,negative
330,The service was poor and thats being nice.,negative
331,The place was not clean and the food oh so stale!,negative
332,"The chicken dishes are OK, the beef is like shoe leather.",negative
333,But the service was beyond bad.,negative
334,Tasted like dirt.,negative
335,My sashimi was poor quality being soggy and tasteless.,negative
336,"the food is not tasty at all, not to say its ""real traditional Hunan style"".",negative
337,"What did bother me, was the slow service.",negative
338,Their frozen margaritas are WAY too sugary for my taste.,negative
339,So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.,negative
340,My girlfriend's veal was very bad.,negative
341,"Unfortunately, it was not good.",negative
342,Bland and flavorless is a good way of describing the barely tepid meat.,negative
343,"The chains, which I'm no fan of, beat this place easily.",negative
344,We will not be coming back.,negative
345,Once your food arrives it's meh.,negative
346,Paying $7.85 for a hot dog and fries that looks like it came out of a kid's meal at the Wienerschnitzel is not my idea of a good meal.,negative
347,"My brother in law who works at the mall ate here same day, and guess what he was sick all night too.",negative
348,Mediocre food.,negative
349,I'm super pissd.,negative
350,Why are these sad little vegetables so overcooked?,negative
351,"I had high hopes for this place since the burgers are cooked over a charcoal grill, but unfortunately the taste fell flat, way flat.",negative
352,Not a single employee came out to see if we were OK or even needed a water refill once they finally served us our food.,negative
353,The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!,negative
354,The service was terrible though.,negative
355,"This place is overpriced, not consistent with their boba, and it really is OVERPRICED!",negative
356,It was packed!!,negative
357,The food was terrible.,negative
358,It kept getting worse and worse so now I'm officially done.,negative
359,This place should honestly be blown up.,negative
360,But I definitely would not eat here again.,negative
361,Do not waste your money here!,negative
362,Awful service.,negative
363,Won't ever go here again.,negative
364,Food quality has been horrible.,negative
365,For that price I can think of a few place I would have much rather gone.,negative
366,The service here is fair at best.,negative
367,"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",negative
368,Do yourself a favor and stay away from this dish.,negative
369,Very poor service.,negative
370,No one at the table thought the food was above average or worth the wait that we had for it.,negative
371,I paid the bill but did not tip because I felt the server did a terrible job.,negative
372,I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,negative
373,Food is way overpriced and portions are fucking small.,negative
374,"for 40 bucks a head, i really expect better food.",negative
375,I won't be back.,negative
376,We could not believe how dirty the oysters were!,negative
377,This place deserves no stars.,negative
378,I would not recommend this place.,negative
379,"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",negative
380,"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",negative
381,I probably would not go here again.,negative
382,"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",negative
383,My fella got the huevos rancheros and they didn't look too appealing.,negative
384,I probably won't be coming back here.,negative
385,Worst food/service I've had in a while.,negative
386,"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",negative
387,The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,negative
388,"I started this review with two stars, but I'm editing it to give it only one.",negative
389,this is the worst sushi i have ever eat besides Costco's.,negative
390,Weird vibe from owners.,negative
391,There was hardly any meat.,negative
392,I've had better bagels from the grocery store.,negative
393,"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",negative
394,I found a six inch long piece of wire in my salsa.,negative
395,"The service was terrible, food was mediocre.",negative
396,I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,negative
397,"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",negative
398,I had about two bites and refused to eat anymore.,negative
399,The service was extremely slow.,negative
400,"After 20 minutes wait, I got a table.",negative
401,"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",negative
402,Pricing is a bit of a concern at Mellow Mushroom.,negative
403,Worst Thai ever.,negative
404,Highly unprofessional and rude to a loyal patron!,negative
405,Spend your money elsewhere.,negative
406,The Buffet at Bellagio was far from what I anticipated.,negative
407,"And the drinks are WEAK, people!",negative
408,LESS THAN NORMAL,negative
409,"Also, I feel like the chips are bought, not made in house.",negative
410,After the disappointing dinner we went elsewhere for dessert.,negative
411,We won't be returning.,negative
412,I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,negative
413,"Very, very sad.",negative
414,"i felt insulted and disrespected, how could you talk and judge another human being like that?",negative
415,"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",negative
416,I'm not impressed with the concept or the food.,negative
417,The only thing I wasn't too crazy about was their guacamole as I don't like it pur_ed.,negative
418,"There is really nothing for me at postinos, hope your experience is better",negative
419,I got food poisoning here at the buffet.,negative
420,They brought a fresh batch of fries and I was thinking yay something warm but no!,negative
421,"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",negative
422,"Needless to say, I won't be going back anytime soon.",negative
423,This place is disgusting!,negative
424,The RI style calamari was a joke.,negative
425,"However, there was so much garlic in the fondue, it was barely edible.",negative
426,"I could barely stomach the meal, but didn't complain because it was a business lunch.",negative
427,"It was so bad, I had lost the heart to finish it.",negative
428,It also took her forever to bring us the check when we asked for it.,negative
429,We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,negative
430,Disappointing experience.,negative
431,"The food is about on par with Denny's, which is to say, not good at all.",negative
432,"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",negative
433,WAAAAAAyyyyyyyyyy over rated is all I am saying.,negative
434,We won't be going back.,negative
435,The place was fairly clean but the food simply wasn't worth it.,negative
436,This place lacked style!!,negative
437,"The sangria was about half of a glass wine full and was $12, ridiculous.",negative
438,Don't bother coming here.,negative
439,"The meat was pretty dry, I had the sliced brisket and pulled pork.",negative
440,"The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn't eat here again.",negative
441,It was equally awful.,negative
442,Probably not in a hurry to go back.,negative
443,very slow at seating even with reservation.,negative
444,Not good by any stretch of the imagination.,negative
445,The cashew cream sauce was bland and the vegetables were undercooked.,negative
446,"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",negative
447,"It was a bit too sweet, not really spicy enough, and lacked flavor.",negative
448,I was VERY disappointed!!,negative
449,This place is horrible and way overpriced.,negative
450,"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",negative
451,It wasn't busy at all and now we know why.,negative
452,The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,negative
453,"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",negative
454,Con: spotty service.,negative
455,"The fries were not hot, and neither was my burger.",negative
456,But then they came back cold.,negative
457,"Then our food came out, disappointment ensued.",negative
458,The real disappointment was our waiter.,negative
459,My husband said she was very rude... did not even apologize for the bad food or anything.,negative
460,The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,negative
461,"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",negative
462,If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,negative
463,She was quite disappointed although some blame needs to be placed at her door.,negative
464,After all the rave reviews I couldn't wait to eat here......what a disappointment!,negative
465,Del Taco is pretty nasty and should be avoided if possible.,negative
466,It's NOT hard to make a decent hamburger.,negative
467,But I don't like it.,negative
468,Hell no will I go back,negative
469,We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,negative
470,"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",negative
471,I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,negative
472,The ambiance isn't much better.,negative
473,"Unfortunately, it only set us up for disapppointment with our entrees.",negative
474,The food wasn't good.,negative
475,"Your servers suck, wait, correction, our server Heimer sucked.",negative
476,What happened next was pretty....off putting.,negative
477,"too bad cause I know it's family owned, I really wanted to like this place.",negative
478,Overpriced for what you are getting.,negative
479,I vomited in the bathroom mid lunch.,negative
480,"I kept looking at the time and it had soon become 35 minutes, yet still no food.",negative
481,"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",negative
482,We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,negative
483,Food was below average.,negative
484,It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,negative
485,"All in all, Ha Long Bay was a bit of a flop.",negative
486,The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,negative
487,Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,negative
488,"It lacked flavor, seemed undercooked, and dry.",negative
489,It really is impressive that the place hasn't closed down.,negative
490,I would avoid this place if you are staying in the Mirage.,negative
491,The refried beans that came with my meal were dried out and crusty and the food was bland.,negative
492,Spend your money and time some place else.,negative
493,A lady at the table next to us found a live green caterpillar In her salad.,negative
494,the presentation of the food was awful.,negative
495,I can't tell you how disappointed I was.,negative
496,I think food should have flavor and texture and both were lacking.,negative
497,Appetite instantly gone.,negative
498,Overall I was not impressed and would not go back.,negative
499,"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",negative
