Doc ID,Review,Polarity
45,This place has it!,positive
46,I love the Pho and the spring rolls oh so yummy you have to try.,positive
47,All I have to say is the food was amazing!!!,positive
48,Omelets are to die for!,positive
49,Everything was fresh and delicious!,positive
50,"It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.",positive
51,Best breakfast buffet!!!,positive
52,Will be back again!,positive
53,Food arrived quickly!,positive
54,"On the up side, their cafe serves really good food.",positive
55,"Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!",positive
56,"The only good thing was our waiter, he was very helpful and kept the bloddy mary's coming.",positive
57,"Best Buffet in town, for the price you cannot beat it.",positive
58,"I LOVED their mussels cooked in this wine reduction, the duck was tender, and their potato dishes were delicious.",positive
59,This is one of the better buffets that I have been to.,positive
60,So we went to Tigerlilly and had a fantastic afternoon!,positive
61,"The food was delicious, our bartender was attentive and personable AND we got a great deal!",positive
62,The ambience is wonderful and there is music playing.,positive
63,Will go back next trip out.,positive
64,Sooooo good!!,positive
65,This is a really fantastic Thai restaurant which is definitely worth a visit.,positive
66,"Nice, spicy and tender.",positive
67,Good prices.,positive
68,Check it out.,positive
69,Service was fine and the waitress was friendly.,positive
70,"The guys all had steaks, and our steak loving son who has had steak at the best and worst places said it was the best steak he's ever eaten.",positive
71,"We thought you'd have to venture further away to get good sushi, but this place really hit the spot that night.",positive
72,"Phenomenal food, service and ambiance.",positive
73,"Definitely worth venturing off the strip for the pork belly, will return next time I'm in Vegas.",positive
74,Penne vodka excellent!,positive
75,"They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.",positive
76,"Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.",positive
77,"Great Subway, in fact it's so good when you come here every other Subway will not meet your expectations.",positive
78,I had a seriously solid breakfast here.,positive
79,This is one of the best bars with food in Vegas.,positive
80,My drink was never empty and he made some really great menu suggestions.,positive
81,Nice blanket of moz over top but i feel like this was done to cover up the subpar food.,positive
82,The bathrooms are clean and the place itself is well decorated.,positive
83,My fianc_ and I came in the middle of the day and we were greeted and seated right away.,positive
84,This is a great restaurant at the Mandalay Bay.,positive
85,Some highlights : Great quality nigiri here!,positive
86,the staff is friendly and the joint is always clean.,positive
87,this was a different cut than the piece the other day but still wonderful and tender s well as well flavored.,positive
88,I ordered the Voodoo pasta and it was the first time I'd had really excellent pasta since going gluten free several years ago.,positive
89,this place is good.,positive
90,I was seated immediately.,positive
91,"Their menu is diverse, and reasonably priced.",positive
92,Restaurant is always full but never a wait.,positive
93,DELICIOUS!!,positive
94,This place is hands-down one of the best places to eat in the Phoenix metro area.,positive
95,Bacon is hella salty.,positive
96,"This really is how Vegas fine dining used to be, right down to the menus handed to the ladies that have no prices listed.",positive
97,The waitresses are very friendly.,positive
98,"Lordy, the Khao Soi is a dish that is not to be missed for curry lovers!",positive
99,Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.,positive
100,"The atmosphere is modern and hip, while maintaining a touch of coziness.",positive
101,"Not a weekly haunt, but definitely a place to come back to every once in a while.",positive
102,"Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.",positive
103,I ordered the Lemon raspberry ice cocktail which was also incredible.,positive
104,Interesting decor.,positive
105,What I really like there is the crepe station.,positive
106,"Also were served hot bread and butter, and home made potato chips with bacon bits on top....very original and very good.",positive
107,you can watch them preparing the delicious food!),positive
108,Both of the egg rolls were fantastic.,positive
109,"I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.",positive
110,The best place to go for a tasty bowl of Pho!,positive
111,Very friendly staff.,positive
112,It is worth the drive.,positive
113,"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",positive
114,Food was great and so was the serivce!,positive
115,Great brunch spot.,positive
116,Service is friendly and inviting.,positive
117,Very good lunch spot.,positive
118,"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",positive
119,My friend loved the salmon tartar.,positive
120,Extremely Tasty!,positive
121,Waitress was good though!,positive
122,The Jamaican mojitos are delicious.,positive
123,The burger is good  cooked just right.,positive
124,I loved the bacon wrapped dates.,positive
125,This is an unbelievable BARGAIN!,positive
126,The folks at Otto always make us feel so welcome and special.,positive
127,This is the place where I first had pho and it was amazing!!,positive
128,This wonderful experience made this place a must-stop whenever we are in town again.,positive
129,Very very fun chef.,positive
130,Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,positive
131,"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",positive
132,"Everyone is very attentive, providing excellent customer service.",positive
133,Now this dish was quite flavourful.,positive
134,"Seriously flavorful delights, folks.",positive
135,Much better than the other AYCE sushi place I went to in Vegas.,positive
136,The lighting is just dark enough to set the mood.,positive
137,Owner's are really great people.!,positive
138,The Greek dressing was very creamy and flavorful.,positive
139,Now the pizza itself was good the peanut sauce was very tasty.,positive
140,We had 7 at our table and the service was pretty fast.,positive
141,Fantastic service here.,positive
142,They know how to make them here.,positive
143,I hope this place sticks around.,positive
144,The restaurant atmosphere was exquisite.,positive
145,"Good service, very clean, and inexpensive, to boot!",positive
146,The seafood was fresh and generous in portion.,positive
147,"Plus, it's only 8 bucks.",positive
148,"Thus far, have only visited twice and the food was absolutely delicious each time.",positive
149,Just as good as when I had it more than a year ago!,positive
150,The Veggitarian platter is out of this world!,positive
151,You cant go wrong with any of the food here.,positive
152,You can't beat that.,positive
153,"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",positive
154,The chefs were friendly and did a good job.,positive
155,I liked the patio and the service was outstanding.,positive
156,The goat taco didn't skimp on the meat and wow what FLAVOR!,positive
157,I went to Bachi Burger on a friend's recommendation and was not disappointed.,positive
158,I would definitely recommend the wings as well as the pizza.,positive
159,Great Pizza and Salads!,positive
160,This place is amazing!,positive
161,"The staff is great, the food is delish, and they have an incredible beer selection.",positive
162,I didn't know pulled pork could be soooo delicious.,positive
163,"You get incredibly fresh fish, prepared with care.",positive
164,I love the fact that everything on their menu is worth it.,positive
165,The food was excellent and service was very good.,positive
166,Good beer & drink selection and good food selection.,positive
167,Good Service-check!,positive
168,"In the summer, you can dine in a charming outdoor patio - so very delightful.",positive
169,I did not expect this to be so good!,positive
170,Fantastic food!,positive
171,The food was very good.,positive
172,"Great food for the price, which is very high quality and house made.",positive
173,"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",positive
174,"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",positive
175,All the bread is made in-house!,positive
176,Service was exceptional and food was a good as all the reviews.,positive
177,"A couple of months later, I returned and had an amazing meal.",positive
178,Favorite place in town for shawarrrrrrma!!!!!!,positive
179,The black eyed peas and sweet potatoes... UNREAL!,positive
180,You won't be disappointed.,positive
181,"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",positive
182,"Both of them were truly unbelievably good, and I am so glad we went back.",positive
183,"We had fantastic service, and were pleased by the atmosphere.",positive
184,I love this place.,positive
185,Great service and food.,positive
186,"OMG, the food was delicioso!",positive
187,"Of all the dishes, the salmon was the best, but all were great.",positive
188,The vegetables are so fresh and the sauce feels like authentic Thai.,positive
189,It's worth driving up from Tucson!,positive
190,Pretty good beer selection too.,positive
191,"This place is like Chipotle, but BETTER.",positive
192,"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",positive
193,5 stars for the brick oven bread app!,positive
194,"I have eaten here multiple times, and each time the food was delicious.",positive
195,Everyone is treated equally special.,positive
196,It was delicious!!!,positive
197,"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",positive
198,As always the evening was wonderful and the food delicious!,positive
199,Best fish I've ever had in my life!,positive
200,(The bathroom is just next door and very nice.),positive
201,This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,positive
202,Pretty cool I would say.,positive
203,Server did a great job handling our large rowdy table.,positive
204,Would come back again if I had a sushi craving while in Vegas.,positive
205,"The staff are great, the ambiance is great.",positive
206,He deserves 5 stars.,positive
207,"The dining space is tiny, but elegantly decorated and comfortable.",positive
208,"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",positive
209,Best tacos in town by far!!,positive
210,"In an interesting part of town, this place is amazing.",positive
211,They have great dinners.,positive
212,The service was outshining & I definitely recommend the Halibut.,positive
213,I will come back here every time I'm in Vegas.,positive
214,Def coming back to bowl next time,positive
215,"If you want healthy authentic or ethic food, try this place.",positive
216,I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,positive
217,"I have been here several times in the past, and the experience has always been great.",positive
218,We walked away stuffed and happy about our first Vegas buffet experience.,positive
219,Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,positive
220,"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",positive
221,Kids pizza is always a hit too with lots of great side dish options for the kiddos!,positive
222,Service is perfect and the family atmosphere is nice to see.,positive
223,Cooked to perfection and the service was impeccable.,positive
224,"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",positive
225,Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,positive
226,I'll definitely be in soon again.,positive
227,Food was really good and I got full petty fast.,positive
228,Service was fantastic.,positive
229,I don't know what kind it is but they have the best iced tea.,positive
230,"Come hungry, leave happy and stuffed!",positive
231,I can assure you that you won't be disappointed.,positive
232,I really enjoyed eating here.,positive
233,First time going but I think I will quickly become a regular.,positive
234,"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",positive
235,From what my dinner companions told me...everything was very fresh with nice texture and taste.,positive
236,No complaints!,positive
237,This is some seriously good pizza and I'm an expert/connisseur on the topic.,positive
238,These are the nicest restaurant owners I've ever come across.,positive
239,We loved the biscuits!!!,positive
240,Service is quick and friendly.,positive
241,So absolutley fantastic.,positive
242,definitely will come back here again.,positive
243,I like Steiners because it's dark and it feels like a bar.,positive
244,Wow very spicy but delicious.,positive
245,"If you're not familiar, check it out.",positive
246,I'd love to go back.,positive
247,"Anyway, this FS restaurant has a wonderful breakfast/lunch.",positive
248,Each day of the week they have a different deal and it's all so delicious!,positive
249,"Not to mention the combination of pears, almonds and bacon is a big winner!",positive
250,"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",positive
251,My ribeye steak was cooked perfectly and had great mesquite flavor.,positive
252,Food was so gooodd.,positive
253,"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",positive
254,Nargile - I think you are great.,positive
255,Best tater tots in the southwest.,positive
256,We loved the place.,positive
257,The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,positive
258,Im in AZ all the time and now have my new spot.,positive
259,The inside is really quite nice and very clean.,positive
260,The food was outstanding and the prices were very reasonable.,positive
261,"Love the margaritas, too!",positive
262,This was my first and only Vegas buffet and it did not disappoint.,positive
263,"Very good, though!",positive
264,Great pork sandwich.,positive
265,We enjoy their pizza and brunch.,positive
266,The steaks are all well trimmed and also perfectly cooked.,positive
267,We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,positive
268,I LOVED it!,positive
269,"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",positive
270,Delicious and I will absolutely be back!,positive
271,"This isn't a small family restaurant, this is a fine dining establishment.",positive
272,They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,positive
273,How awesome is that.,positive
274,I will be back many times soon.,positive
275,The menu had so much good stuff on it i could not decide!,positive
276,CONCLUSION: Very filling meals.,positive
277,Their daily specials are always a hit with my group.,positive
278,The pancake was also really good and pretty large at that.,positive
279,"This was my first crawfish experience, and it was delicious!",positive
280,Their monster chicken fried steak and eggs is my all time favorite.,positive
281,Waitress was sweet and funny.,positive
282,"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",positive
283,Cant say enough good things about this place.,positive
284,The ambiance was incredible.,positive
285,The waitress and manager are so friendly.,positive
286,"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",positive
287,"Give it a try, you will be happy you did.",positive
288,By far the BEST cheesecurds we have ever had!,positive
289,Reasonably priced also!,positive
290,Everything was perfect the night we were in.,positive
291,The food is very good for your typical bar food.,positive
292,"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",positive
293,"Point your finger at any item on the menu, order it and you won't be disappointed.",positive
294,"Oh this is such a thing of beauty, this restaurant.",positive
295,If you haven't gone here GO NOW!,positive
296,Those burgers were amazing.,positive
297,"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",positive
298,This was my first time and I can't wait until the next.,positive
299,The bartender was also nice.,positive
300,Everything was good and tasty!,positive
301,This place is two thumbs up....way up.,positive
302,"The best place in Vegas for breakfast (just check out a Sat, or Sun.",positive
303,"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",positive
304,An excellent new restaurant by an experienced Frenchman.,positive
305,"Great steak, great sides, great wine, amazing desserts.",positive
306,The steak and the shrimp are in my opinion the best entrees at GC.,positive
307,I had the opportunity today to sample your amazing pizzas!,positive
308,The yellowtail carpaccio was melt in your mouth fresh.,positive
309,Just spicy enough.. Perfect actually.,positive
310,Last night was my second time dining here and I was so happy I decided to go back!,positive
311,My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.,positive
312,"I really do recommend this place, you can go wrong with this donut place!",positive
313,Nice ambiance.,positive
314,I would recommend saving room for this!,positive
315,All of the tapas dishes were delicious!,positive
316,I *heart* this place.,positive
317,A good time!,positive
318,I believe that this place is a great stop for those with a huge belly and hankering for sushi.,positive
319,Generous portions and great taste.,positive
320,Food was delicious!,positive
321,"He also came back to check on us regularly, excellent service.",positive
322,Our server was super nice and checked on us many times.,positive
323,Service was good and the company was better!,positive
324,The staff are also very friendly and efficient.,positive
325,"As for the service: I'm a fan, because it's quick and you're being served by some nice folks.",positive
326,Their steaks are 100% recommended!,positive
327,Great food and great service in a clean and friendly setting.,positive
328,"All in all, I can assure you I'll be back.",positive
329,"My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.",positive
330,Great place fo take out or eat in.,positive
331,The waitress was friendly and happy to accomodate for vegan/veggie options.,positive
332,OMG I felt like I had never eaten Thai food until this dish.,positive
333,The croutons also taste homemade which is an extra plus.,positive
334,It'll be a regular stop on my trips to Phoenix!,positive
335,I really enjoyed Crema Caf_ before they expanded; I even told friends they had the BEST breakfast.,positive
336,I miss it and wish they had one in Philadelphia!,positive
337,They also have the best cheese crisp in town.,positive
338,"Good value, great food, great service.",positive
339,Couldn't ask for a more satisfying meal.,positive
340,The food is good.,positive
341,It was awesome.,positive
342,We made the drive all the way from North Scottsdale... and I was not one bit disappointed!,positive
343,An absolute must visit!,positive
344,The cow tongue and cheek tacos are amazing.,positive
345,They really want to make your experience a good one.,positive
346,The grilled chicken was so tender and yellow from the saffron seasoning.,positive
347,Pretty awesome place.,positive
348,Ambience is perfect.,positive
349,"The staff is always super friendly and helpful, which is especially cool when you bring two small boys and a baby!",positive
350,Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !,positive
351,The roast beef sandwich tasted really good!,positive
352,High-quality chicken on the chicken Caesar salad.,positive
353,We were promptly greeted and seated.,positive
354,"I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.",positive
355,This is a good joint.,positive
356,The Macarons here are insanely good.,positive
357,"Our waiter was very attentive, friendly, and informative.",positive
358,Great food.,positive
359,Great place to relax and have an awesome burger and beer.,positive
360,It is PERFECT for a sit-down family meal or get together with a few friends.,positive
361,The patio seating was very comfortable.,positive
362,Hands down my favorite Italian restaurant!,positive
363,"That just SCREAMS ""LEGIT"" in my book...somethat's also pretty rare here in Vegas.",positive
364,It was just not a fun experience.,positive
365,The atmosphere was great with a lovely duo of violinists playing songs we requested.,positive
366,"I personally love the hummus, pita, baklava, falafels and Baba Ganoush (it's amazing what they do with eggplant!).",positive
367,"Very convenient, since we were staying at the MGM!",positive
368,The owners are super friendly and the staff is courteous.,positive
369,Both great!,positive
370,Eclectic selection.,positive
371,The sweet potato tots were good but the onion rings were perfection or as close as I have had.,positive
372,The staff was very attentive.,positive
373,And the chef was generous with his time (even came around twice so we can take pictures with him).,positive
374,"The owner used to work at Nobu, so this place is really similar for half the price.",positive
375,I promise they won't disappoint.,positive
376,What a great double cheeseburger!,positive
377,Awesome service and food.,positive
378,A fantastic neighborhood gem !!!,positive
379,I can't wait to go back.,positive
380,It's a great place and I highly recommend it.,positive
381,"I gave it 5 stars then, and I'm giving it 5 stars now.",positive
382,Dessert: Panna Cotta was amazing.,positive
383,"Very good food, great atmosphere.1",positive
384,Damn good steak.,positive
385,"Prices are very reasonable, flavors are spot on, the sauce is home made, and the slaw is not drenched in mayo.",positive
386,"The decor is nice, and the piano music soundtrack is pleasant.",positive
387,The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!,positive
388,"Good food , good service .",positive
389,It was absolutely amazing.,positive
390,will definitely be back!,positive
391,The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.,positive
392,"Hawaiian Breeze, Mango Magic, and Pineapple Delight are the smoothies that I've tried so far and they're all good.",positive
393,Have been going since 2007 and every meal has been awesome!!,positive
394,Our server was very nice and attentive as were the other serving staff.,positive
395,The cashier was friendly and even brought the food out to me.,positive
396,The atmosphere here is fun.,positive
397,"Service is quick and even ""to go"" orders are just like we like it!",positive
398,"That said, our mouths and bellies were still quite pleased.",positive
399,2 Thumbs Up!!,positive
400,"I loved the grilled pizza, reminded me of legit Italian pizza.",positive
401,Only Pros : Large seating area/ Nice bar area/ Great simple drink menu/ The BEST brick oven pizza with homemade dough!,positive
402,They have a really nice atmosphere.,positive
403,"After one bite, I was hooked.",positive
404,"Cute, quaint, simple, honest.",positive
405,The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.,positive
406,"The food was great as always, compliments to the chef.",positive
407,Special thanks to Dylan T. for the recommendation on what to order :) All yummy for my tummy.,positive
408,Awesome selection of beer.,positive
409,Great food and awesome service!,positive
410,"One nice thing was that they added gratuity on the bill since our party was larger than 6 or 8, and they didn't expect more tip than that.",positive
411,The Han Nan Chicken was also very tasty.,positive
412,"As for the service, I thought it was good.",positive
413,Nicest Chinese restaurant I've been in a while.,positive
414,"Overall, I like there food and the service.",positive
415,They also now serve Indian naan bread with hummus and some spicy pine nut sauce that was out of this world.,positive
416,"Try them in the airport to experience some tasty food and speedy, friendly service.",positive
417,I love the decor with the Chinese calligraphy wall paper.,positive
418,Never had anything to complain about here.,positive
419,The restaurant is very clean and has a family restaurant feel to it.,positive
420,There was a warm feeling with the service and I felt like their guest for a special treat.,positive
421,An extensive menu provides lots of options for breakfast.,positive
422,"I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.",positive
423,Wonderful lil tapas and the ambience made me feel all warm and fuzzy inside.,positive
424,"I got to enjoy the seafood salad, with a fabulous vinegrette.",positive
425,"The wontons were thin, not thick and chewy, almost melt in your mouth.",positive
426,"Level 5 spicy was perfect, where spice didn't over-whelm the soup.",positive
427,We were sat right on time and our server from the get go was FANTASTIC!,positive
428,"When I'm on this side of town, this will definitely be a spot I'll hit up again!",positive
429,This is a GREAT place to eat!,positive
430,The jalapeno bacon is soooo good.,positive
431,"Food was good, service was good, Prices were good.",positive
432,"I'm so happy to be here!!!""",positive
433,One of the few places in Phoenix that I would definately go back to again .,positive
434,The block was amazing.,positive
435,"It's close to my house, it's low-key, non-fancy, affordable prices, good food.",positive
436,* Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!,positive
437,Great time - family dinner on a Sunday night.,positive
438,The flair bartenders are absolutely amazing!,positive
439,These were so good we ordered them twice.,positive
440,I had a pretty satifying experience.,positive
441,Join the club and get awesome offers via email.,positive
442,"Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.",positive
443,The nachos are a MUST HAVE!,positive
444,"I don't have very many words to say about this place, but it does everything pretty well.",positive
445,"The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.",positive
446,"Great atmosphere, friendly and fast service.",positive
447,When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.,positive
448,The classic Maine Lobster Roll was fantastic.,positive
449,So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.,positive
450,"The chips and salsa were really good, the salsa was very fresh.",positive
451,This place is great!!!!!!!!!!!!!!,positive
452,Once you get inside you'll be impressed with the place.,positive
453,And service was super friendly.,positive
454,This place was such a nice surprise!,positive
455,They were golden-crispy and delicious.,positive
456,I could eat their bruschetta all day it is devine.,positive
457,"Lastly, the mozzarella sticks, they were the best thing we ordered.",positive
458,"The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.",positive
459,I love this place.,positive
460,I can say that the desserts were yummy.,positive
461,The seasonal fruit was fresh white peach puree.,positive
462,I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,positive
463,The crêpe was delicate and thin and moist.,positive
464,"Best service and food ever, Maria our server was so good and friendly she made our day.",positive
465,They were excellent.,positive
466,Just had lunch here and had a great experience.,positive
467,I recently tried Caballero's and I have been back every week since!,positive
468,The food came out at a good pace.,positive
469,"I ate there twice on my last visit, and especially enjoyed the salmon salad.",positive
470,"In fact I'm going to round up to 4 stars, just because she was so awesome.",positive
471,the potatoes were great and so was the biscuit.,positive
472,So flavorful and has just the perfect amount of heat.,positive
473,The price is reasonable and the service is great.,positive
474,"Went in for happy hour, great list of wines.",positive
475,Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,positive
476,"This place is pretty good, nice little vibe in the restaurant.",positive
477,Talk about great customer service of course we will be back.,positive
478,I love their fries and their beans.,positive
479,Always a pleasure dealing with him.,positive
480,"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",positive
481,This place is awesome if you want something light and healthy during the summer.,positive
482,"For sushi on the Strip, this is the place to go.",positive
483,"The service was great, even the manager came and helped with our table.",positive
484,"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",positive
485,My boyfriend and i sat at the bar and had a completely delightful experience.,positive
486,Go To Place for Gyros.,positive
487,"I love the owner/chef, his one authentic Japanese cool dude!",positive
488,We definately enjoyed ourselves.,positive
489,Seriously killer hot chai latte.,positive
490,My boyfriend tried the Mediterranean Chicken Salad and fell in love.,positive
491,Their rotating beers on tap is also a highlight of this place.,positive
492,If you stay in Vegas you must get breakfast here at least once.,positive
493,I want to first say our server was great and we had perfect service.,positive
494,The pizza selections are good.,positive
495,"I had strawberry tea, which was good.",positive
496,"Overall, a great experience.",positive
497,Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,positive
498,The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,positive
499,This is my new fav Vegas buffet spot.,positive
500,"Every time I eat here, I see caring teamwork to a professional degree.",positive
501,it is a help which the taste gave,positive
